docid,Comments,Lable
100448,"සති දෙකක් ඇතුළත මට ලැබුණා. හෙඩ්ෆෝන් ආරෝපණය වී ඇත, බලාපොරොත්තු වූ පරිදි ක්‍රියා කරයි.",5
100449,සති 2 කින් පැමිණීම ඉතා හොඳයි.,5
100204,සෙවාව හොදයි,4
100205,හොද සේවාවක් සපයයි.,4
100206,දුරකථනය බලපොරොත්තු වූ කාලයටම ලබුනි.,4
100207,දුරකථන කවරය හොද ප්‍රමිතියකට නිමවා ඇත.,4
100208,මා බලා පොරොත්තු වූ වෙලද නාමය යටතේම ඇති අයිතම සදාරන මිලට නිවසටම ගෙනත් දෙනු ලබයි,4
100209,හොදයි,4
100210,ඉතා හොදයී,4
100211,හොදයි,4
100212,සදහන් කර තිබූ විස්තර වලට අනුව සියල්ල නිවරදි ආකරයෙන් ඇනවුම තුල තිබුනි. මුදලට ඉතාමත් වටී.,4
100213,භාණ්ඩයේ ත්ත්වයෙන් සෑහීමකට පත්විය හැක.,4
100214,උසස් තත්වයේ කලිසමකි.,4
100215,ලස්සන කට්ටලයක් සහ විකුණුම්කරු ඉක්මනින් කට්ටලය ඒවා ඇත,4
100216,උසස්ම අමුද්‍රව්‍ය වලින් නිමවා ඇත.,4
100217,භාන්ඩ ඇනවුම පිලිබදව තෘප්තිමත්,4
100218,සපත්තු online ගෙන්න ගන්න හොද තැනක්,4
100219,ඇත්තටම මන් පින්තූර වලින් දැක්කට මේ තරම් හොද ඇති කියල හිතුවෙ නැහැ.,4
100220,ඕනම ආකාරයක අදුමක් එකම තැනකින් order කරන්න හොද තැනක්.,4
100221,හරිම ලස්සන teddy කෙනෙක්.,4
100222,ගත්තු ගානටනම් හොදටම වටිනවා. මේ දවස් වල කඩේකට ගිහින් තෝරලා බඩු ගන්න අමරු නිසා දැන්මේ.,4
100223,Order එකනම් හොදටම තිබුනා.,4
100224,හොදම branded අදුම්.,4
100225,ඒ ගානට ගෙදරටම ගෙනත් දෙන එක මාර වටිනවා.,4
100226,හොද sound quality එකක් තියෙනවා.,4
100227,පින්තූර වල වගේම ලස්සනට තියෙනවා. හොද material එකකින් හදල තියෙන්නෙ.,4
100228,"වෙලවටම ආවා. මන් salon එකට බඩු අඩු වෙලා ටක්ගාල order කරේ, මේ කාලේ බඩු අඩු නිසා.",4
100229,හොද තත්වයේ අදුමක්. ගත්ත ගානට වටිනවා.,4
100230,ශෝක් අනේ.,4
100231,පෙනුමනම් හොදටම තියෙනවා. මන් මාර ලස්සනයි.,4
100232,මේකනම් මරු.,4
100233,මේ සෙට් එකනම් පට්ට. පාට ගොඩාරියක් තියෙනවා.,4
100234,සොඋන්ඩ් හොදයි. Bluetoothතුත් තියෙනවා.,4
100235,Package එක පරිස්සමට ලැබුනා. හදන විදිය ගැන description එකකුත් තිබ්බා. responsible විදියට වැඩේ කරනවා.,4
100236,මේකනම් මාර ලස්සනයි. හොද හයියට තියෙනවා.,4
100237,"Finishing නම් මරු, Original එකක් වගේම තියෙනවා.",4
100238,Light levels 3ක් තියෙන නිසා පහසු විදියට use කරන්න පුලුවන්. මාර comfortable.,4
100239,හරිම ලස්සනයි.,4
100240,Sizes ගොඩක් තියෙනවා. හරි ලේසියි order කරන්න.,4
100241,හරිම පහසුවෙන් use කරන්න පුලුවන්.,4
100242,පොඩි උනට ඉඩ තියෙනව බඩු දාන්න.,4
100243,මන් ඇත්තටම කැමතියි මේකට.,4
100244,භාණ්ඩ පැමිණියා විස්තර කර ඇති පරිදි ඇත! ,4
100245,Battery එකනම් පට්ට.,4
100246,"එය බලවත් හා දැඩි, ගුණාත්මක බවින් පෙනේ.",4
100247,හොද එලියක් තියෙමවා. මම කැමතියි ඒකට.,4
100248,Gift එකකටන් ගොඩක් හොදට ගැලපෙනවා.,4
100249,ඇත්තටම හොද service එකක්.,4
100250,විකුනන ගානට බොහොම සාදාරනයි.,4
100251,හොද භාණ්ඩයකි.නමුත් බලාපොරොත්තු වූ දිනට වඩා ගොඩක් පරක්කු වී ලැබුණි.,4
100252,හොද branded පෙනුමක් තියෙනවා.,4
100253,මන් හරි කැමතියි.,4
100254,හොදට plug වෙනවා. මන් කැමතියි මේකට.,4
100255,මන් ආසයි මේකට.,4
100256,මන් හරි කැමතියි මේකට.,4
100257,හොද product එකක්.,4
100258,ප්‍රදර්ශනය කරල තියන පින්තූර වලින් මම තෝරපු එක නෙමෙයු මට ලැබුනෙ.ඒ නිසා මන් කනගාටු වෙනව.,4
100259,හෙඩ්සෙට් ස්වරූපයෙන් සහ එවැනි මුදල් වඩාත්ම තිබේ!,4
100260,භාණ්ඩය ක්‍රමවත් පරිදි අසුරා තිබුන නමුත් භාණ්ඩය නිවසට ලැබීමට දින පහක් ගත විය...ලබා ගත් භාණ්ඩය හොද තත්වයේ පවතී..,4
100261,මෙම හෙඩ් ලයිට් එක ගොඩක් ශක්තිමත්!,4
100262,"විශිෂ්ටයි, ජිම් වැඩිපුරම ජිම් එකට.",4
100263,Material එක හොදයි,4
100264,පටිය ගොඩක් හොදයි.,4
100265,ඉක්මනින් භාන්ඩය ලැබුනා සහ හොඳින් ඇසුරුම් කර ලබා දී තිබෙනවා.,4
100266,"හොඳ නිෂ්පාදනයක්, නමුත් උපදෙස් පතක් නොමැත.",4
100267,Thank you I'm looking this kind of product... thanks again for your service,4
100268,ලස්සනයි. දැන්වීම සහ පින්තූරය ලෙස. මම එයට කැමතියි.,4
100269,මගේ බබාට මාස 7යි. එයාට හොදට ගැලපෙනවා. මන් කැමතියි මේකට.,4
100270,"සැහැල්ලු, සුවපහසු වුවත්, කොපමණ කාලයක් භාවිතා කළ හැකිදැයි බලන්න.",4
100271,"හරියටම මාසයක් ගියා. බහාලුම් බෑගය, Needles, දැලක් බෝලයට අමතරව ලැබුනි. පුතාට ගොඩක් සතුටුයි",4
100272,"නිවැරදිව පැමිණියා, අත්වැසුම් හොඳයි සහ නියම ප්‍රමාණයේ පවතී",4
100273,"බැලූ බැල්මට, තෘප්තිමත්, අනපේක්ෂිත ලෙස ඉක්මනින් පැමිණියා!",4
100274,ඉක්මනින් ආවා. පිළිවෙලට ඇසුරුම් කර තිබුනි.,4
100275,සෙල්ලම් බඩුව අත්තටම නියමයි.,4
100276,"ලස්සන ජෝගුවක්. සැහැල්ලු, කල් පවතින, ස්පර්ශ වනවිට අතට සැහැල්ලුය. මිශ්‍ර ලෝහයකින් සාදා ඇතිදැයි නොදනිමි, නමුත් ටයිටේනියම් වැනි ය.",4
100277,"සියලු දෑ හොදයි වෙළඳ නාමය, material සහ මෝස්තරය යන සියල්ල. එලෙසම දින 10 ක් තුළ ලැබුනා!",4
100278,නියමයි! වතුර බිඳක් වත් ගියේ නැත.,4
100279,වේගයෙන් පැමිණ ඇත. හොඳින් ඇසුරුම් කර ඇත.,4
100280,"ගුණාත්මකභාවය ඉතා හොඳයි, භාණ්ඩ ගැන තෘප්තිමත්.",4
100281,හරියටම ඡායාරූපය ලෙස මම එයට බොහෝ සේ කැමතියි.,4
100282,"ඉක්මනින් ලැබුණු, හොඳින් ඇසුරුම් කර ඇත, මම එය තවම භාවිතා කර නැත.",4
100283,විකුණන්නාට බොහෝම ස්තූතියි. ඇනවුම ලැබුනා.,4
100284,"හොඳයි, මම ඉතාමත් කැමතියි.",4
100285,මගේ දරුවාගේ හිසට පවා ඉතා කුඩායි ... කෙසේ වෙතත් එහි විශිෂ්ට ශබ්ද ඇත!,4
100286,"ඉතා හොඳ නිෂ්පාදනයක්, එක charge එකකින් බැටරිය දවස පුරා පවතී.",4
100287,Oder කරපු ඇදුම ලස්සනයි,4
100288,බලාපොරොත්තු උන විදියට තිබ,4
100289,හා හා වෙනස්ම පෙනුමක් එක් කරා.,4
100290,මනා පෙනුමයි.,4
100291,"සුවපහසු, සැහැල්ලු, පිළිවෙලට. මම sellerව recommend කරමි.",4
100292,"මම සෑහීමකට පත් වෙමි, නිශ්පාදනය ඔවුන්ගේ වෙබ් අඩවියේද දැක්වේ. බල්ලා එයට කැමතියි, හොඳ මිලක් නියම කර ඇත.",4
100293,"එය ඉතා හොඳයි, නමුත් ඔබට දිගු කෙස් තිබේ නම් එය කෙටි ය.",4
100294,උපකරණය gallon 1 ක බෝතලයක් සඳහා ඉතා හොදින් ක්‍රියා කරයි.,4
100295,පාර්සලය ඉක්මනින් පැමිණියා. ඒ සියල්ල හොඳින් ඇසුරුම් කර තිබුනා.,4
100296,විශිෂ්ඨ සේවාවක්,4
100297,"ලස්සන කුඩා නිවසක්, හොඳින් ඇසුරුම් කර තිබුනි, මම එයට කැමතියි.",4
100298,Order කරපු පාට නෙමේ එවපු එකේ තියෙන්නේ. නමුත් අනිත් qualities තියෙනවා.,4
100299,හොදයි,4
100300,හොදයි.,4
100301,සුවපහසුයි. මම එයට කැමතියි.,4
100302,ඉතා පහසියි. රාතියේ ඇදීමට ඉතා සුදුසුයි.,4
100303,"ඇන්දහම අමුතු හැගීමක් දැනේ, ප්‍රමාණයටද හොඳට කැමති ය.",4
100304,පෙනුම හොදයි. නරක නැහැ.,4
100305,Head set එක විශිෂ්ටයි. හැම දෙයක්ම වැඩ. කරුණාකර ඇණවුම් කරන්න.,4
100306,"නිෂ්පාදිතය දැන්වීමේ ආකරයටම ඇත. හොඳින් ඇසුරුම් කර ඇත, ඉක්මනින් පැමිණියා.",4
100307,Lassnai.,4
100308,සාමාන්‍යයෙන් නරක නැත.,4
100309,"හරිම හුරුබුහුටි, , එය ටිකක් පැලදීමට අපහසුයි, නමුත් හරිම හුරුබුහුටියි. මම නිර්දේශ කරනවා!",4
100310,ඉත දැකුම් කලුයි.,4
100311,භාණ්ඩය හොද තත්ත්වයෙන් ලැබුනා ,4
100312,"හොඳ ඇසුරුම් කර ඇත, හානි ඇකොසිවක් නැත! Thank you seller!!",4
100313,"හොඳින් ගැලපෙන, ගුණාත්මක ද්‍රව්‍යමය සහ මෘදු අභ්‍යන්තර කොටසකින් සකසා ඇත.",4
100314,කතුර වේගයෙන් පැමිණියේය. ඇසුරුම් වලට හානියක් නැත. විස්තරයට ගැලපීම.,4
100315,"සෑම දෙයක්ම හොඳින් ක්‍රියාත්මක වන නමුත් සමහර විට App එක හරියට ක්‍රියා නොකරයි, නමුත් එක සමන්යයැයි සිතමි.",4
100316,ඇත්තෙන්ම පුදුම නිෂ්පාදනයක්,4
100317,"අමුතුයි, නමුත් දීප්තිමත්. ඉතා සියුම් මයික්‍රෝ වැලි.",4
100318,"දුරකථනය ලස්සනයි, ඒ වගේම ශබ්දයේ ගුණාත්මක භාවයත් ඉහළයි.",4
100319,නිෂ්පාදන ඡායාරූප වලට අනුකූල වේ. එමම දැන් එය භාවිතා කර බලමි.,4
100320,"පින්තූරයේ මෙන් පවතී, තවමත් භාවිතා කර නැත..නමුත් පෙනුම හොඳයි",4
100321,"මම දෘඩ ප්ලාස්ටික් වෙන්න ඇතිබලාපොරොත්තු වූ නමුත් එය මෘදු රබර් ය, නමුත් එය දිගු කල් පවතිනු ඇතැයි බලාපොරොත්තු වෙමි.",4
100322,බුරුසුව විස්තරයට අනුරූප වේ. බළලා මුලින්ම උනන්දුවක් දැක්වූ අතර දැන් ප්‍රතික්‍රියා නොකරයි.,4
100323,"මම වහිතුවෙ එය ප්ලාස්ටික් වල අඩු දෘඩ (සිලිකොන් වර්ගය) වලින් සාදා ඇති බවයි, නමුත් එය විශිෂ්ටයි!",4
100324,"හොඳයි, මම ඉතා තෘප්තිමත්",4
100325,"හොඳින් ගැලපෙන අතර හොඳින් ඇසුරුම් කළ ඇත, ස්තූතියි.",4
100326,ඉතා හොඳ තත්ත්වයේ ඇත.,4
100327,"හොඳ නිෂ්පාදනයක්, ඉතා හොඳින් නිමවා ඇත.",4
100328,එය පැමිනියා. විස්තරයේ ආකාරයටම ඇත.,4
100329,"ඉතා හොඳ නිෂ්පාදනයක්, සියල්ලම පින්තූර සහ විස්තරය ලෙස.",4
100330,USB ෆ්ලෑෂ් ඩ්‍රයිව් සාධාරණ වේගයකින් ඉතා හොඳින් ක්‍රියා කරයි. හොඳින් ආරක්‍ෂිත පාර්සලයක්. විකුණන්නා විසින් කරන ලද කාර්යය ඇත්තෙන්ම අගය කරන්නව.,4
100331,නිෂ්පාදනයට ඇත්තෙන්ම කැමතියි,4
100332,හොදිනැසුරුම් කර තිබුනි. හොදින් ක්‍රියා කරයි.,4
100333,සිත් ඇදගන්නා ආකාරයෙන් පුදුම කරනව ඇඩුමල්. සති තුනක් බලා සිටීයා.,4
100334,"හොඳ තත්ත්වයේ ඇත, ලස්සන වර්නයකින් නිමවා ඇත.",4
100335,"විස්තරය ගැලපේ. පොදුවේ ගත් කල, එවැනි මිලකට නරක නැත.",4
100336,ඉතා හොඳ නිෂ්පාදනයක් මාව පුදුමයට පත් කළා.,4
100337,"සෑම දෙයක්ම හොඳයි, ඉක්මනින් ලැබුනා.",4
100338,මම නැවත ඇණවුම් කරන්නෙමි! එය මිලදී ගැනීමට බය වෙන්න එපා!,4
100339,"විස්තර කර ඇති පරිදි සෑම දෙයක්ම ඇත, නිෂ්පාදකයාට ස්තූතියි.",4
100340,ඉක්මන් බෙදා හැරීම සමඟ විශිෂ්ට නිෂ්පාදනයක්. විකුණන්නා විශ්වාසදායක වන අතර අනුග්‍රහය සඳහා නිර්දේශ කෙරේ.,4
100341,බඩු ඉක්මනින් ආවා. හොදින් ක්‍රියා කරයි.,4
100342,"සුපිරි, පළමු වතාවට මම ප්‍රමාණයෙන් අනුමාන කළෙමි. මම කිලෝග්‍රෑම් 46 ක්, උස 158 සෙ.මී.",4
100343,ස්තූතියි නිෂ්පාදිතය ගැන මම තෘප්තිමත්,4
100344,එය හරියට ඡායාරූපය වගේ.,4
100345,ඇනවුම ලැබුණි! හැම දෙයක්ම හොදයි. මම භාන්ඩය ගැන තෘප්තිමත්!!!,4
100346,"හොඳ තත්ත්වයේ ඇත, ජලට ඔරොත්තු දෙන ද්‍රව්ය වලින් නිමවා ඇත.",4
100347,සපත්තු හරිම ලස්සනයි. මිලදී ගැනීම ඉතා වටිනවා,4
100348,අවුරුදු 3 ක ගැහැණු ළමයෙකු සඳහා ලස්සන බෑගයක්,4
100349,"හොඳයි! සියලුම මැහුම් ඒකාකාර, ලස්සනයි, සිපර් නිවැරදි ය. විස්තරය සම්පූර්ණයෙන්ම අනුරූප වේ.",4
100350,ඉතා කුඩා මෙය කුඩා තුවායක් වැනි බ්ලැන්කට්ටුවක් නොවේ.,4
100351,තරමක් හොඳ උපකරණයක්,4
100352,උපකරණය ඇනවුම් කල ගුණාත්මක තත්වයේම නොමැත. නමුත් තරමක් දුරට සෑහීමකට පත් විය හැක.,4
100353,ඉතා හොඳින් සාදා ඇත. මෙය නැවත මිලදී ගන්න මම බලාපොරොත්තු වෙමි.,4
100354,"ඉක්මනින් ආවා, සතුටුයි, මම තවමත් ඇණවුම් කරන්නම්, ස්තූතියි",4
100355,"විස්තර කර ඇති පරිදි, මිලදී ගැනීම ඉතා ඉක්මනින් ලැබීම ගැන මම ඉතා සතුටු වෙමි",4
100356,හැම දෙයක්ම සතියකින් ආවා. පෙනුම හොඳයි. බිටු නොවෙනස්ව පැවතුනි.,4
100357,"හොඳ තත්ත්වයේ, නමුත් පියයුරු යටතේ, එය ප්රමාණවත් තරම් තදින් සවි කර ඇත.",4
100358,එය ඉතා ඉක්මනින් පැමිණ ඇත. එය කොපමණ කාලයක් පවතිනු ඇත්දැයි බලමු,4
100359,මේ වෙනකම් හොදට පේනවා. මම එය පැළඳ භාවිත කර බලන්නම්.,4
100360,"බැල්මට හොඳ තත්ත්වයේ ඇත, සේදීමෙන් පසු වෙනසක් වේදැය් බලමු, ඉක්මනින් ලැබුනා.",4
100361,බලාපොරොත්තු වූ පරිදිම අලුත්ම භාණ්ඩයක් පැමිණ ඇත,4
100362,සුලු වෙනස්කම් ඇත්තත් හොඩින් ක්‍රියා කරයි. ස්තුතියි,4
100363,නිෂ්පාදනය කුඩා නමුත් හොඳින් ක්රියා කරයි,4
100364,"පින්තූර බෙදා හැරීම තරමක් මන්දගාමී වන අතර ගුණාත්මකභාවය තරු 4 කි. ස්තූතියි, විකුණුම්කරු",4
100365,ඉක්මනින් පැමිණි අතර එය හොඳම ගුණාත්මක භාවය ඇත.,4
100366,"මම මෙය තෑග්ගක් ලෙස ඇනවුම් කල අතර, තෑග්ග ලැබුණු පුද්ගලයා ඉතා තෘප්තිමත් විය. විශිෂ්ටයි.",4
100367,මිලට වටිනා හොඳ නිෂ්පාදනයක් සහ එය නිසි ලෙස ක්‍රියා කරයි.,4
100368,"නිවැරදිව මැන බැලිය හැක, සියල්ල හොදින් ක්‍රියා කරයි.",4
100369,ෆොටෝ එකේ විදිහටම තියෙනවා..,4
100370,ගොඩක් වේගෙන් ආවත් බැටරියත් දැම්මා නම් ගොඩක් හොදයි මොකද වැඩද නැද්ද දන්නේ නෑ.,4
100371,"අවසාන වශයෙන් මට එය ලබුනි. එය ලස්සනයි මගේ මෙවලම, එය ඉතා සුවපහසු කුඩා සහ අනුවර්තනය වීමට කැමතියි.",4
100372,ඉතා ලස්සන යතුරු පුවරුව! ආලෝකකරණ ආකෘති ස්වයංක්රීයව වෙනස් වේ. ඔබට එය වෙනස් කළ නොහැක.,4
100373,"ඉතා හොඳ කමිසයක්, තදය, සිරිරේ හැඩය හොදින් පෙනේ.",4
100374,හොඳ නිෂ්පාදනයක් සහ එය අදුරේ දිලිසෙන බැවින් සොයා ගැනිමටද ඉතා පහසුය.,4
100375,"ඉතා හොඳ තත්ත්වයේ, ඉතා ලාභදායී සහ හොද නිෂ්පාදනයක්. ඉතා වේගයෙන් පැමිණියේය",4
100376,"එය අතට හොඳින් දැනෙනවා, මම මෙම Tempered එක නිර්දේශ කරමි.",4
100377,මම දැන් සතියක් තිස්සේ එය පැළඳ සිටීමි. එය හොඳයි.,4
100378,"පරිපූර්ණයි, විස්තරයට ගැලපේ. ලස්සනයි.",4
100379,විශිෂ්ට නිෂ්පාදනයක්. මම USB හෝ බැටරි මගින් එය බල ගැන්වීමට තෝරා ගැනීමට කැමතියි.,4
100380,ස්තුතියි කියපු විදියටම ආවා,4
100381,"වර්ණය හොඳයි, රෙදි වෙනුවට පිරිසිදු ප්ලාස්ටික් යොදා නිමවා ඇත ",4
100382,Excellent,4
100383,හොදයි,4
100384,හොද භාණ්ඩයක් නමුත් quality එක දෙන මුදලට මදි,4
100385,මගේ ඇණවුම ඉතා ඉක්මනින් පැමිණියේය. නිෂ්පාදිතය විස්තර කර ඇති දේ සපුරාලයි.,4
100386,බාන්ඩ ලබා ගන්නෙ nh,4
100387,Thwa knktath kuynna puluwan ema pilibdawa,4
100388,ලස්සනයි,4
100389,"ඉයර්ෆෝන් නියමයි, සද්දේ ටිකක් අඩුයි ඒත් කොලිටි එක හොඳයි. නිෂ්පාදනය සමඟ සෑහීමකට පත්වේ",4
100390,"හොඳින් ගැලපේ, ගෘහස්ථ සහ එළිමහන් එකම වර්ණය සහ තරමක් අඳුරු (නිෂ්පාදන විස්තර පින්තූරයේ මෙන් නොව) නමුත් හොඳයි",4
100391,"එය ඉක්මනින් ආවා, හොඳින් ඇසුරුම් කර ඇත. අපි තවම පරීක්ෂා කර බැලුවේ නැත.",4
100392,"විකුණන්නා පාර්සලය හොඳින් ඇසුරුම් කිරීමට උත්සාහ කළත්, භාණ්ඩ පැමිණියේ අලාභහානි සහිතවය.",4
100393,"මම හිතුවා ඒක වැඩි වෙයි කියලා, නමුත් මම හිතන්නේ ඒක කමක් නැහැ, හොඳ නිෂ්පාදනයක් මම බොහෝ විට නැවත ඇණවුම් කරන්නම්",4
100394,ඉතා ඉක්මනින් හා විශිෂ්ට තත්ත්වයෙන් පැමිණ ඇත,4
100395,ඇලිස් (ඇප්) ඇතුළුව සෑම දෙයක්ම ක්‍රියා කරයි.,4
100396,නිෂ්පාදිතය තරමක් සරල නමුත් එය එහි කාර්යය ඉටු කරයි.,4
100397,නිෂ්පාදනය ගුණාත්මක වේ. වේගයෙන් බෙදා හැරීමක්.,4
100398,මම බඩු ටික හරියට ගත්තා. බොහොම ස්තූතියි.,4
100399,අදහස් කළ පරිදි කුඩා. සහ 44mm පටි සඳහා කෙටි හා පටු දෙයක්.,4
100400,හැමදේම වෙලාවට ආවා. ඔයාට ස්තූතියි.,4
100401,"විස්තර කර ඇති පරිදි. මම තවමත් එය උත්සාහ කර නැත, නමුත් එය ඉතා හොඳ තත්ත්වයේ පෙනේ. මම පසුව අදහස් යාවත්කාලීන කරමි.",4
100402,"පින්තූරයේ පෙනෙන පරිදි, ඉතා හොඳයි, මම එයට කැමතියි.",4
100403,"හොඳ තත්ත්වයේ නිෂ්පාදනයක්, වේගවත් ආරෝපණය සාමාන්‍යයෙන් ක්‍රියා කරයි. වේගවත් බෙදා හැරීම, මිලදී ගැනීමට බය වෙන්න එපා.",4
100404,"බඩු ආවේ නෑ, සල්ලි ආපහු ආවා",4
100405,"හොඳින් ක්‍රියා කරයි, නමුත් චාජර් බලය විස්තරයට වඩා අඩුය.",4
100406,විස්තරයට අනුකූලයි. එය විනාඩි 30 ක් අඛණ්ඩව භාවිතා කළ හැකිය.,4
100407,"නරක නැත, නමුත් ඡායාරූපයේ වර්ණයෙන් ටිකක් වෙනස්. සියල්ල දම් පාටයි.",4
100408,"ගුණාත්මකභාවය, මුලින්ම බැලූ බැල්මට හොඳයි.",4
100409,සති දෙකකින් නිවසටම ලැබුනි. ගුණාත්මකභාවය හොදයි.,4
100410,"පෙනුම හොඳයි. අඳුරු ආලෝකයක් ලබා දෙයි. ආලෝකය සමඟ, කාච වීදුරුව ටිකක් අපිරිසිදු බව පෙනේ.",4
100411,"හොඳ ලෙග්ගින්ග්ස්, නමුත් රෙදි තව වඩාත් මෘදු වේ යැයි බලාපොරොත්තු විය.",4
100412,"ගුණාත්මක බව සාමාන්‍ය, පරිපූර්ණ නොවේ. අමතර මුදල් තිබේ නම් ඔබට මිලදී ගත හැකිය.",4
100413,"එය පරිපූර්ණව පැමිණ ඇත, ඔබට බොහෝම ස්තූතියි!",4
100414,"මට භාණ්ඩ ලැබුණේ නැත, විකුණුම්කරු ඉක්මනින් මුදල් ආපසු ලබා දුන්නේය.",4
100415,"සෑම දෙයක්ම විස්තරයට අනුරූප වේ, සියල්ල ක්රියා කරයි. අපි පෑනට කැමතියි. දරුවා භාවිතා කිරීමට පහසුයි.",4
100416,හුරුබුහුටි ගල් හොඳ ආලෝකයක් ලබා දෙයි. තරමක් කුඩා ය.,4
100417,"ඒවා හොඳ පෙනුමට තිබුනි, බෙදා හැරීම ඉතා වේගවත්, මිලදී ගැනීම ගැන සතුටුයි.",4
100418,"නිසි ලෙස ක්‍රියා කරන හොඳ නිෂ්පාදනයක්. අවාසිය නම් ප්ලග් එක ලිහිල් වන අතර හොඳින් රඳවා නොගනී, එසේ නොමැතිනම් මම තරු 5 ක් දමන්නෙමි.",4
100419,"කෑලි 60 ක් ඇණවුම් කළා. ඔබ එය භාවිතා කරන ආකාරය පිළිබඳව යම් උපදෙස් ලබා දෙන්නේ නම්, මම ඔබව ඇත්තෙන්ම අගය කරමි.",4
100420,මම බලාපොරොත්තු වූවාට වඩා තරමක් කුඩාය. තනිවම ජීවත් වන ගැහැණු ළමයෙකුට ප්රසන්න තෑග්ගක් වනු ඇතැයි මම බලාපොරොත්තු වෙමි.,4
100421,Specification වල තිබ්බ material ekama තිබුණා.,4
100422,එය ලස්සන වන අතර හොඳින් නිම කර ඇත,4
100423,මිලට සාපේක්ෂව හොඳ තත්ත්වයේ ඇත.,4
100424, ලස්සන සහ සුවපහසු අයිතමයක් ,4
100425,"T-shirts එක සරලයි ලස්සනයි., පොදුවේ, සියල්ල හරි ය",4
100426,"මම ඇත්තටම ඒකට කැමති වුණා. එහි වර්ණ කිහිපයක් ඇත, ඒවා තනිවම වෙනස් වේ, නැතහොත් ඔබට අවශ්‍ය නම් ඔබට එය නිවැරදි කළ හැකිය. එය USB කේබලයක් සමඟ පැමිණේ.",4
100427,"ලස්සන කමිසයක්, මිල අඩු නිසා මම බලාපොරොත්තු නොවන තරම් හොද මට්ටමක ද්‍රව්‍ය ඇත්යිතේය. මම එයට කැමතියි සහ මම එය නිර්දේශ කරමි!",4
100428,ඒක හොඳයි. ඔබට ස්තුතියි,4
100429,"ඡායාරූපය මෙන්, එය ශරීර උෂ්ණත්වය සලකුණු කරයි. ලස්සනට",4
100430,එය හොඳයි සහ උණුසුම්ය.,4
100431,"පරිපූර්ණ, පින්තූරයේ මෙන්.",4
100432,"නරක ලෙස ඇසුරුම් කර නැත, මම පසුව පරීක්ෂා කරමි",4
100433,"ඒවා හොඳ පෙනුමක්, මම ඒවා පැළඳීමට උත්සාහ කරමි",4
100434,එය හොඳ තත්ත්වයේ ඇති බව පෙනේ.,4
100435,එය ලස්සනයි සහ ඇත්තෙන්ම මෘදු බවක් දැනෙනවා ... එය වටිනවා.,4
100436,මම ඒකට ගොඩක් කැමතියි.,4
100437,"ගුණාත්මකභාවය හොඳයි, මම එය නිර්දේශ කරමි. ඡායාරූපයෙහි මෙන් වර්ණය දීප්තිමත් ය",4
100438,"ඡායාරූපයෙහි මෙන් ඉතා හොඳ තත්ත්වයේ ඇත, එය එහි කාර්යය සපුරාලයි.",4
100439,එය හොඳ තත්ත්වයේ ඇත. මම නිර්දේශ කරමි,4
100440,විස්තරයේ ආකාරයටම තිබුණි.,4
100441,එය ඇදගෙන හොඳයි වාඩි වෙන්න පුලුවන්. ප්‍රමාණයට ගැලපේ. ටිකක් තදයි.,4
100442,හොද නිශ්පාදනයක්. හොදින් ක්‍රියා කරයි.,4
100443,හොදයි. පෝර්ට් 4රම ක්‍රියා කරන විටද රත් නොවේ.,4
100444,එය ලස්සනයි. ඇත්තටම හුරුබුහුටියි.,4
100445,මම ගුණාත්මකභාවය ගැන සෑහීමකට පත්වෙමි,4
100446,"මම මේ ගැන සතුටුයි, එය ඇත්තෙන්ම සුවපහසු සහ හුරුබුහුටියි.",4
100447,ඉතා හුරුබුහුටි සහ මෘදු රෙද්දකින් නිමවා ඇත.,4
100448,හේඩ්ෆොර්න් ලැබුනා. තත්වය එම මිලට සාපේක්ශව හොදයි.,4
100449,කවරය සුපිරි. මම එහි වර්ණයට කැමතියි.,4
100204,වගකිම සහ සෙවාව හොදයි. නමුත් භන්ඩය නියමිත වටිනකමට වඩ මිලෙන් වඩිය.,3
100205,හොද සේවාවක් සපයයි. නමුත් බලපොරොත්තු වූ දිනට භන්ඩය ලබුනේ නැත.,3
100206,දුරකථනය බලපොරොත්තු වූ කාලයටම ලබුනි. නමුත් පරිභෝගික සේවාව ගැන සතුටු විය නොහැක.,3
100207,දුරකථන කවරය ඉතා හොද ප්‍රමිතියකට නිමවා ඇත. නමුත් මා බලාපොරොත්තු වූ වර්නය මෙය නොවේ.,3
100208,මා බලා පොරොත්තු වූ වෙලද නාමය යටතේම ඇති අයිතම ඉතාමත් සදාරන මිලට නිවසටම ගෙනත් දෙනු ලබයි. නමුත් භාන්ඩ ලබීමට ගතවන කාලය පිලිබදව සතුටු විය නොහැක.,3
100209,මධ්‍යස්ත ස්වභාවය,3
100210,මධ්‍යස්ත ස්වභාවය,3
100211,මධ්‍යස්ත ස්වභාවය,3
100212,සදහන් කර තිබූ විස්තර වලට අනුව සියල්ල නිවරදි ආකරයෙන් ඇනවුම තුල තිබුනි. මුදලට ඉතාමත් වටී. නමුත් ක්‍රියාකිරීම පිලිබදව තෘප්තිමත් විය නොහැක.,3
100213,භාණ්ඩය සාමාන්‍ය ත්ත්වයේ පවතී.භාවිතය ගත හැක.,3
100214,ඉතාමත් උසස් තත්වයේ කලිසමකි.නමුත් නියමිත දිනට ලැබුනෙනම් නැත.,3
